id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
124381,4196,Teenage Mutant Ninja Turtles 2: Battle Nexus,"The game begins with a battle with the Foot Clan and Hun in Oroku Saki's skyscraper. The Foot is defeated, and Master Splinter mysteriously disappears. The Turtles chase the trail down to a building marked ""T.C.R.I."", which proves to hide a bizarre secret beneath its innocuous exterior: its employees are members of a brain-like alien race, the Utroms. Whilst battling these strange new foes, the Turtles are accidentally teleported to different points across the galaxy, meeting the Fugitoid Professor Honeycutt on D'Hoonib, and end up as crossfire in the war between the Triceratons and Federation - both sides are after the Fugitoid for his technology. Along the way, they come across an intergalactic bounty hunter named Slashuur. Said to be the most powerful bounty hunter in the universe, Honeycutt heard legends of him as a young child. Ironically, Honeycutt is who Slashuur is after, having been hired by the Triceratons to capture him. After the Turtles beat him, Slashuur reveals that he has knowledge of Hamato Yoshi before taking his leave. Before escaping the Triceraton Homeworld, the Turtles befriend and free a noble Triceraton warrior who had been forced to fight as a gladiator, Traximus.

Upon returning to Earth and the T.C.R.I. building, it is revealed that the Utroms had rescued an injured Splinter and were caring for him. The Utroms place the TMNT and Splinter in a virtual reality machine to better explain their origins to them. Hundreds of years ago, the Utroms were traveling across the galaxy, transporting a murderous rogue of their species, Ch'rell. Their ship crashes on Earth in the country of Japan. Ch'rell escapes, while the Utroms are forced to wait for Earth technology to catch up with their own, so they can return home. Some time later, after the Utroms have enlisted the help of some humans as Guardian Ninja, the Utroms are ambushed by a heavily armored warlord known as The Shredder. Meanwhile, in the real world, Baxter Stockman sabotages the virtual reality machine, and the dangers within become presented as real to the Turtles and Splinter. After defeating Shredder and his Feudal Foot Ninja, the Turtle meet up with the Utrom Mortu, who gives them a device that allows them to return to the real world. Unfortunately, when they get there, they find Shredder and the Foot attacking the T.C.R.I. building. During their fight, an organic destruction device is planted, and the Utrom escape through their Transmat. The Turtles defeat Shredder before he can chase after them, and it is revealed that not only is this Shredder the same one they saw in Feudal Japan, but he also is the evil Utrom Ch'rell! The Turtles escape the building before the device goes off, but Ch'rell is not so lucky.

The Turtles later encounter a gigantic anthropomorphic alligator in the sewers by the name of Leatherhead. After a scuffle, Leatherhead realizes he and the Turtles are on the same side. He tells his own origin; that he was once a baby gator, found by an Utrom and adopted. Leatherhead came into contact with some Retromutagen Ooze, and became as he is currently, just as the Turtles had. He lived with the Utroms, considering them his family. When the T.C.R.I. building exploded, he fled to the sewers and took up residence in the Turtles' old lair, attempting to build a Transmat of his own to follow the Utroms. Unfortunately, it is revealed that his partner in this endeavor was none other than Baxter Stockman, feigning alliance with the Utroms. Baxter, realizing his jig was up, threw a chemical tank and fled, causing the ceiling of Leatherhead's lair to collapse. Leatherhead urges his new friends to escape while he held the collapsing rubble. The Turtles escaped just in time to see the ceiling collapse in its entirety on Leatherhead.",2004-10-19 00:00:00.000,5,NULL,54.0000,1,64.6815,14
120826,27609,Sudden Strike: Resource War,NULL,2004-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95887,146058,Teenage Mutant Ninja Turtles 2: Battle Nexus,"The game begins with a battle with the Foot Clan and Hun in Oroku Saki's skyscraper. The Foot is defeated, and Master Splinter mysteriously disappears. The Turtles chase the trail down to a building marked ""T.C.R.I."", which proves to hide a bizarre secret beneath its innocuous exterior: its employees are members of a brain-like alien race, the Utroms. Whilst battling these strange new foes, the Turtles are accidentally teleported to different points across the galaxy, meeting the Fugitoid Professor Honeycutt on D'Hoonib, and end up as crossfire in the war between the Triceratons and Federation - both sides are after the Fugitoid for his technology. Along the way, they come across an intergalactic bounty hunter named Slashuur. Said to be the most powerful bounty hunter in the universe, Honeycutt heard legends of him as a young child. Ironically, Honeycutt is who Slashuur is after, having been hired by the Triceratons to capture him. After the Turtles beat him, Slashuur reveals that he has knowledge of Hamato Yoshi before taking his leave. Before escaping the Triceraton Homeworld, the Turtles befriend and free a noble Triceraton warrior who had been forced to fight as a gladiator, Traximus.

Upon returning to Earth and the T.C.R.I. building, it is revealed that the Utroms had rescued an injured Splinter and were caring for him. The Utroms place the TMNT and Splinter in a virtual reality machine to better explain their origins to them. Hundreds of years ago, the Utroms were traveling across the galaxy, transporting a murderous rogue of their species, Ch'rell. Their ship crashes on Earth in the country of Japan. Ch'rell escapes, while the Utroms are forced to wait for Earth technology to catch up with their own, so they can return home. Some time later, after the Utroms have enlisted the help of some humans as Guardian Ninja, the Utroms are ambushed by a heavily armored warlord known as The Shredder. Meanwhile, in the real world, Baxter Stockman sabotages the virtual reality machine, and the dangers within become presented as real to the Turtles and Splinter. After defeating Shredder and his Feudal Foot Ninja, the Turtle meet up with the Utrom Mortu, who gives them a device that allows them to return to the real world. Unfortunately, when they get there, they find Shredder and the Foot attacking the T.C.R.I. building. During their fight, an organic destruction device is planted, and the Utrom escape through their Transmat. The Turtles defeat Shredder before he can chase after them, and it is revealed that not only is this Shredder the same one they saw in Feudal Japan, but he also is the evil Utrom Ch'rell! The Turtles escape the building before the device goes off, but Ch'rell is not so lucky.",2004-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106650,5913,Men of Valor,NULL,2004-10-19 00:00:00.000,2,NULL,65.0000,4,59.4601,6
79075,53570,Sacred Plus,NULL,2004-10-19 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
79601,83913,1000 Words,NULL,2004-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27351,66500,Nikujin,NULL,2004-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54727,6200,The Nightmare Before Christmas: Oogie's Revenge,"A year after the film, Jack Skellington once again feels Halloween has become dull and repetitive. He talks with Dr. Finkelstein improving the next Halloween with new scares and discoveries. The doctor gives Jack the ""Soul Robber"", a green, whip-like weapon. He then leaves to look for new frights; remembering his lesson from before, Jack searches solely in his world. Equally bored Lock, Shock, and Barrel revive Oogie Boogie, who brainwashes Dr. Finkelstein into creating minions for him. Oogie also kidnaps five of the seven Holiday World leaders. Oogie plans to become the ""Seven-Holidays King"" once he takes control of Christmas Town. But on December 23, Sally manages to send a magical paper airplane to find Jack to warn him of what has happened. 
 
Jack returns to Halloween Town on Christmas Eve, just to find Oogie's shadow. After defeating the shadow, he is given the Halloween Holiday Door and finds everyone was deceived by Oogie into boobytrapping the town.",2004-10-21 00:00:00.000,1,NULL,55.0000,2,NULL,NULL
61034,204008,Slotter UP Core 4,NULL,2004-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120094,73494,Akai Ito,NULL,2004-10-21 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
126849,7982,Nicktoons: Movin',NULL,2004-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178831,6400,F-Zero Climax,NULL,2004-10-21 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
186090,14753,Ace Combat 5: The Unsung War,NULL,2004-10-21 00:00:00.000,2,NULL,76.0000,2,73.8992,16
138439,43677,Sega Superstars,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112962,8316,WRC 4,NULL,2004-10-22 00:00:00.000,3,NULL,80.0000,1,77.4201,5
55899,136206,Power Rangers Time Force and Power Rangers Ninja Storm,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70139,24163,Pacific Fighters,NULL,2004-10-22 00:00:00.000,2,NULL,85.0000,2,NULL,NULL
67454,49381,Strike Force Hydra,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84075,49542,Dan Doh!! Tobase Shouri no Smile Shot,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74652,86044,2 Games in 1 Double Pack: Power Rangers Ninja Storm + Power Rangers Time Force,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84356,72072,Gametrak: Dark Wind,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94990,6210,Total Club Manager 2005,NULL,2004-10-22 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
49146,70178,"Medieval Lords: Build, Defend, Expand",NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42601,49274,Demon Driver: Time to Burn Rubber,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
41066,204562,Cellmons,NULL,2004-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163940,46638,Backyard Hockey 2005,NULL,2004-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156890,43380,Energy Airforce,NULL,2004-10-24 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
176413,43525,Yu Yu Hakusho: Ghost Files - Dark Tournament,NULL,2004-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172203,49726,Minna no Soft Series: Minna no Shogi,NULL,2004-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78704,46436,Tetris Elements,NULL,2004-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79376,3266,Grand Theft Auto Advance,NULL,2004-10-26 00:00:00.000,4,NULL,60.0000,2,55.1498,13
43029,71949,Let's Meow Meow,"n the game, the player takes the role of Ibuki, a college student living on his own in an apartment complex. A lover of cats who often feeds strays in the park and takes injured cats to the vet, Ibuki is visited in the night by the Cat God, who offers him one wish in return for his kindness to animals. Ibuki wastes no time in his reply: “I want a catgirl!”. The cat god immediately announces his wish is granted and then vanishes, leaving Ibuki to wonder if it was all a dream. 
 
Several days later, Ibuki is on his way home from work when he discovers a carboard box left near his apartment. Hearing the sound of a what he believes to be a cat, Ibuki opens the box to discover not a cat but in fact a catgirl, naked and sleeping. Ibuki takes the catgirl to his flat, where she reveals her name to be Mikan, and explains that she was sent by the catlord to serve him. Over the next few days, Ibuki discovers that the situation may not be as perfect as it first appeared, as a number of unwelcome visitors accidentally moved from the cat kingdom to our world alongside Mikan.",2004-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140450,5747,Bicycle Casino,NULL,2004-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190418,3803,The Bard's Tale,"The plot involves ""a sardonic and opportunistic musician and adventurer, driven by carnal rather than noble pursuits. The Bard, who is never identified by a specific name nor addressed by anything other than ""The Bard,"" is not interested in saving the world; his humble motivations are strictly ""coin and cleavage."" His quest is narrated by a mocking, biased man (played by Tony Jay) who cannot stand him.",2004-10-26 00:00:00.000,10,NULL,76.5000,5,68.8664,25
194448,47302,Dead or Alive 2 Ultimate,NULL,2004-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
194097,3782,The Incredibles,NULL,2004-10-26 00:00:00.000,9,NULL,40.0000,2,64.8178,27
194438,1391,Dead or Alive 1 Ultimate,NULL,2004-10-26 00:00:00.000,2,NULL,84.0000,5,76.2816,9
175040,210725,The SpongeBob SquarePants Movie,NULL,2004-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173192,2767,The SpongeBob SquarePants Movie,NULL,2004-10-27 00:00:00.000,4,NULL,NULL,NULL,68.2854,37
8870,138316,Wargamer's Choice: Strategy Six Pack,NULL,2004-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8627,23146,Armored Core: Nine Breaker,NULL,2004-10-28 00:00:00.000,NULL,NULL,47.5000,3,NULL,NULL
6836,204567,Apocripha/0,"An angel falls from Heaven to the Abyss, and here he cultivates a kingdom, the kingdom of Hell (Naraku), becoming the King of Hell. He tries to build a beautiful land, but it can never reach the beauty of Heaven: the demons live in troubled times, being attacked by fallen angels who survive the fall to the Abyss, fearing the bloodshed caused by these insane former angels against them. The King starts to become weak and tired, and with his last power, he gave birth to two new hopes: a prince with golden hair born from his red right eye, and a price with silver hair born from his blue left eye.

The King decides that the two twin prices, Alex and Platina, are to fight each other, and the winner who proves his power will become the new king of Hell, while the loser will face death. As such, Alex and Platina, who never even knew each other, are thrust into a battle against each other, and the future will change depending on the outcome. And hiding in the background, another hand plays in to manipulating their fate...",2004-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80427,78466,The Legend of Sword and Fairy 3 Prequel,"For an unknown reason, the sacred goddess shrine on the Shu mountain was destroyed. The head of a kung-fu school, Xu Changqing, ordered a young disciple named Nangong Huang to look for Qinleng, a Chinese deity who has the knowledge of Wu Ling, ""five spiritual wheels"". Only with the help of this knowledge is it possible to restore peace in China. Nangong Huang accepts the mission, willing to prove he is worthy to be the disciple of Shu mountain school, the most highly esteemed school of kung-fu. The young man is not afraid of the dangers that he will have to face, since he is well trained in acrobatics and powerful sword magic. However, he is quite inexperience in love - and among other dangers, that is precisely what awaits him in his adventure!",2004-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64419,94026,beatmania IIDX 11 IIDX RED,NULL,2004-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110397,77223,Anno 1503: Royal Edition,NULL,2004-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111044,49324,Monster! Bass Fishing,NULL,2004-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111210,3985,Mario Power Tennis,NULL,2004-10-28 00:00:00.000,6,NULL,80.0000,1,74.1394,40
107475,49162,Bubble Bobble: Old & New,NULL,2004-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130677,124966,Anno 1503 A.D.,NULL,2004-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129305,13094,Stella Deus: The Gate of Eternity,"Stella Deus takes place in a world called Solum, which is slowly being swallowed by ""Miasma"", a mist-like substance that destroys all life it touches. Against this creeping apocalypse, several groups have developed responses. The Aeque Church, led by High Priestess Lumena, believes that the Miasma is God's will, sent to bring the world to an end, not with a bang, but a whimper. A warlord, Dignus, has taken to ravaging the countryside with his armies, imposing the law of the jungle: he who will not fight for his life does not to deserve to live. And finally, an alchemist named Viser is using Dignus's patronage to hunt the world's Spirits (polygonal creatures whose nature is unknown), draining their life-force to fuel his alchemic inventions, which he is sure will save the world. His friend and deputy, Spero, is the game's protagonist. Spero must make his way through this muddy political situation and see if he can save Solum.",2004-10-28 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
113427,62841,Dance: UK XL,NULL,2004-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150755,4870,Ford Racing 3,NULL,2004-10-29 00:00:00.000,1,NULL,NULL,NULL,62.2374,8
60696,123372,Oshare Majo: Love and Berry,NULL,2004-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175148,210442,The Incredibles,NULL,2004-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176619,24161,Fatal Frame II: Crimson Butterfly - Director's Cut,"Mio and Mayu visit a spot in the forest that they used to play at during their childhood. The area is soon to be a dam site and the two sisters reminisce about the times they spent there. While remembering an accident in the forest that left Mayu's leg weak, Mio notices that her sister has disappeared. She sees Mayu chasing a crimson butterfly and, after following her, the two are spirited away into All God's Village (a.k.a. ""The Lost Village"" and ""Minakami Village"".)

Unknown to the twins, the village is the site of a mysterious ritual that failed, causing the village to be trapped in continuous night and to disappear from the region, destined to relive the events of the ritual's failure forever. The two sisters discover a newspaper clipping and photo of a couple on the outskirts of the village and decide to investigate before leaving by entering one of the nearby family houses after seeing a female ghost entering it. Inside they find the abandoned Camera Obscura, as well as the diaries of a woman who came to the village in search of her missing boyfriend, which the twins assume to be the ghost they viewed previously. Upon finding her final diary, the woman's ghost attacks the sisters in anger, forcing Mio to use the camera to exorcise her.

Although the plot of the game remained the same, a new ending called the ""Promise Ending"" was available as a conclusion to the story. The ending can be achieved by playing and completing the game on ""Nightmare"" difficulty with any rank.",2004-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55471,210234,Crash Twinsanity,NULL,2004-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94696,43538,Pacif Warriors 2,NULL,2004-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16287,307,Counter-Strike: Source,NULL,2004-11-01 00:00:00.000,125,NULL,90.0000,3,78.6294,372
22769,5399,Lethal Enforcers 3,NULL,2004-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38576,18051,Texas Hold 'Em Poker,NULL,2004-11-01 00:00:00.000,2,NULL,65.0000,2,79.8134,5
150102,165178,Tomb Raider: Elixir of Life,"After retrieving the Osiris Codex and the Cinnabar, Lara is asked to bring them to a strange mansion in the middle of England owned by a mysterious Mr. Drummond. In fact she is going to fall in a trap organized by an already dead man still leaving as a brain inside a strange machine.",2004-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
