id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
113168,102129,ASTRO BOT: Rescue Mission,NULL,2018-10-02 00:00:00.000,4,NULL,89.4000,5,93.1473,27
140466,145327,Town Star,NULL,2020-02-26 00:00:00.000,18,NULL,NULL,NULL,93.1304,33
15011,5514,Mystery Case Files: Dire Grove,"This story takes place directly after the events in Mystery Case Files: Return to Ravenhearst. The player is driving through a decrepit town called Dire Grove, which appears to be deserted. The weather forecast has predicted a heavy snowstorm and the player has no other option but to explore the deserted town for shelter. The player sees an abandoned car and finds a camcorder in it. The footage shows a teenaged girl crying and pleading the player to save them. The player also finds a cryptic note: ""She is real. The legend is real."".
As the player explores the surrounding, they realize that all the villagers have evacuated due to the snowstorm, so the player has to do everything by themself. The player learns that the girl in the footage is Alison Sterling, a collegiate who has chosen the Celtic legend of the Banshee as a subject for research. She arrived here with 3 friends and all four of them are missing. The player also learns that Dr. Patricia Anderson, an archaeologist had unearthed some relics only some days ago.
The player eventually learns about the legend of the Banshee. Apparently a farmer, a fisherman, a hunter and a blacksmith performed a ritual 1000 years ago to open a portal to talk to their kin in the spirit world. When the dead started attacking the living, they offered a young woman to appease the ghosts and close the portal. This woman became the Banshee and is trying to come back. The player also find that all the students have been subdued and hypnotized by the Banshee. Dr. Anderson's recording proves that the relics unearthed by her are maybe the keys to the portal.
The player is left with only one option: open the portal and send the Banshee back to the spirit world. Only after opening the portal the player realizes that the Banshee has tricked them into freeing her spirit. The player races against time, trapping the Banshee's spirit again and saved the students. In the end, Alison gives a lecture about the events at Dire Grove, where she is given by a big applause by a huge number of audience, including her friends. An audience member asks her about your identity, but she says: ""That person has asked to remain nameless, but I can give you their business card.""
She flashes a card, and a Mystery Case Files logo is seen and the credits start rolling.",2009-11-25 00:00:00.000,3,NULL,NULL,NULL,93.0667,8
195382,1103,Super Metroid,"After Samus completed her mission and eradicated the entire Metroid population on SR388 as commanded by the Galactic Federation (sans the Metroid Hatchling, which she nicknamed ""Baby""), she brought the Hatchling to the Ceres Space Colony for research. However, shortly after she left, she received a distress signal from the Station and returned to investigate.

When Samus arrives at the Space Science Academy where the Baby was being studied, she finds all the scientists slaughtered and the containment unit that held the Baby missing. Upon further exploration of the Station, she finds the Baby in a small capsule. As she approaches, Ridley appears and grabs the capsule. After a brief battle, Samus repels Ridley, and he activates a self-destruct sequence to destroy Ceres.

After escaping the explosion, Ridley flees to Zebes, and Samus goes after him.",1994-03-19 00:00:00.000,264,NULL,100.0000,1,93.0079,683
187099,78059,OF MICE AND SAND -REVISED-,NULL,2017-12-21 00:00:00.000,NULL,NULL,67.5000,2,93.0000,3
188718,120200,Mighty Switch Force! Collection,NULL,2019-07-24 00:00:00.000,NULL,NULL,84.0000,1,93.0000,1
189733,77537,KORG Gadget,NULL,2018-04-26 00:00:00.000,NULL,NULL,NULL,NULL,93.0000,0
181636,86647,Samurai Aces for Nintendo Switch,"This story is from the far east… At the Sengoku perood, ace of six samurai assemble and fight in the air. The name is ""Samurai Aces!!""

There is a fish with a human-looking face, a daruma, a female ninja, a buddhist priest, a last boss… and a dog!!?? What unique characters they are!!",2018-02-15 00:00:00.000,NULL,NULL,NULL,NULL,93.0000,0
183716,109465,Chocobo's Mystery Dungeon EVERY BUDDY!,NULL,2019-03-20 00:00:00.000,1,1,75.0000,2,93.0000,0
186975,109459,Little Town Hero,"The story is set in an isolated village on the edge of the world.

The only gate leading outside is heavily guarded by a castle, and the villagers are not allowed to leave.

Most of the villagers don't give it a thought, and happily go on with their everyday lives.

However, the protagonist is a little different from the others - he wants to see the world outside.

One day, a ""Monster"" appears in the village, shocking everyone because until then, no one knew such creatures existed.

The protagonist is able to fight it using a mysterious Red stone he found in the coalmines.

In the course of his defense of the village, he gradually unravels secrets of how the stones and the monsters came to be…",2019-10-16 00:00:00.000,7,4,55.0000,3,93.0000,1
164774,36620,Light Fall,NULL,2018-04-26 00:00:00.000,10,NULL,67.0000,5,93.0000,3
167898,109456,Capcom Beat 'Em Up Bundle,NULL,2018-09-18 00:00:00.000,3,NULL,73.6667,7,93.0000,4
173031,110062,Sega Ages Virtua Racing,NULL,2019-04-25 00:00:00.000,NULL,NULL,NULL,NULL,93.0000,2
22503,103198,Chameleon Run: Deluxe Edition,NULL,2018-06-14 00:00:00.000,NULL,NULL,NULL,NULL,93.0000,0
5798,79343,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,NULL,NULL,NULL,NULL,NULL,NULL,93.0000,0
31496,59433,Petit Novel Series: Harvest December,NULL,2015-12-10 00:00:00.000,NULL,NULL,NULL,NULL,93.0000,2
153955,79341,Super Robot Wars W,NULL,2007-03-01 00:00:00.000,NULL,NULL,NULL,NULL,93.0000,1
108255,80236,Giana Sisters DS,NULL,2009-04-03 00:00:00.000,1,NULL,NULL,NULL,93.0000,1
156795,21704,Batman: Arkham City - Game of the Year Edition,"Prologue
New Arkham City inmate and rising warlord, Two-Face devises a plan to publicly execute fellow prisoner Catwoman after she tries to steal back some of her ill-gotten gains from his hideout. Meanwhile, Gotham City itself has degenerated into a police state managed by Mayor Sharp, where citizens with the slightest trace of a criminal record find themselves shipped to the prison district. Those who dare to challenge Sharp's policies are the target of arranged disappearances, becoming political prisoners trapped behind Arkham's walls. Among these is Bruce Wayne, who holds a rally attacking the proposal of turning half his city into a walled-off reserve for criminally inclined persons. Segregated from society, he argues, they have become responsible for their own survival in an anarchic urban hell which is characterized by bloody gang wars.

Welcome to Arkham City
Wayne, as the latest focus of Sharp's vendetta, is kidnapped by TYGER Security operatives working for Hugo Strange, who is privy to his dual identity as Batman. Strange intends to unveil new plans for Arkham City before the night is up, an operation codenamed Protocol 10, which will establish himself as supreme ruler of Gotham. Now an inmate, the Dark Knight manages to have Alfred Pennyworth deliver his crimefighting equipment to him directly via an airdrop, and he prepares to save Catwoman from Two-Face for the sake of their past relationship while uncovering the true nature of Protocol 10.",2012-05-29 00:00:00.000,20,NULL,94.0000,1,92.9928,101
65873,59849,L.A. Noire,NULL,2017-11-14 00:00:00.000,15,1,73.3333,6,92.9460,24
129622,8973,Football Manager 2012,NULL,2011-10-21 00:00:00.000,11,NULL,84.0000,2,92.9146,37
192279,9932,Stronghold Legends,NULL,2006-10-13 00:00:00.000,2,NULL,53.3333,3,92.9055,13
88109,9927,Persona 5,"The story focuses on the 16-year-old protagonist after he is transferred to Syujin High School in Tokyo, Japan. Staying with friends of his parents, he meets up with problem child Ryuji Sakamoto, the withdrawn Ann Takamaki, art student Yusuke Kitagawa, and a talking, shape-shifting cat-like creature known as Morgana.

During the protagonist's time there, feeling suppressed by their environment, the five form a group known as the ""Phantom Thieves of Hearts"", working together to explore the ""Palace"", a castle created by the hearts of people, and steal ill intent from others' hearts to help them: during this quest, they confront adult authority figures opposing them, along with a greater enemy revealed by their activities.",2016-09-15 00:00:00.000,248,34,93.5714,23,92.9006,674
184718,6256,Gratuitous Space Battles,NULL,2009-11-16 00:00:00.000,NULL,NULL,64.5000,3,92.8993,8
195437,1070,Super Mario World,"Mario is having a vacation in Dinosaur Land when he learns that Princess Peach Toadstool has been kidnapped by the evil King Koopa Bowser. When Mario starts searching for her he finds a giant egg with a dinosaur named Yoshi hatching out of it. Yoshi tells Mario that his fellow dinosaurs have been imprisoned in eggs by Bowser's underlings. The intrepid plumber has to travel to their castles, rescue the dinosaurs, and eventually face King Koopa himself, forcing him to release the princess.",1990-11-21 00:00:00.000,539,NULL,100.0000,1,92.8975,1261
171301,12672,Lotus III: The Ultimate Challenge,NULL,1992-12-31 00:00:00.000,3,NULL,NULL,NULL,92.8907,15
195550,28337,13 Sentinels: Aegis Rim,"13 Sentinels’ story takes place across different eras, ranging from the final days of World War II to the distant future of 2104. Each era is besieged by the Deimos; mechanical kaiju who appear to be traveling through time to wipe out humanity in both the past and present. The only hope against them are massive robots called Sentinels which must be piloted by compatible teenagers from across the ages. Although the Sentinels can travel through time, there are a fixed number of time periods that they can access, and humanity now makes its final stand in 1985, the only era that has yet to be destroyed by the Deimos.",2019-11-28 00:00:00.000,12,4,83.8889,10,92.8095,49
194725,57692,Resident Evil 7: Biohazard - Gold Edition,NULL,2017-12-12 00:00:00.000,1,NULL,NULL,NULL,92.7159,11
195113,9577,Persona 3,NULL,2006-07-13 00:00:00.000,28,NULL,90.0000,5,92.7139,89
192464,379,Metal Gear Solid 3: Snake Eater,"At the height of the Cold War, America's greatest agent known as The Boss defects to the Soviet Union. At the same time, an extremist named Colonel Volgin fires an American-made portable nuclear missile at the Soviet design bureau OKB-754, sparking an international incident. In order for America to clear its name and avoid World War III, a man named John and codenamed Naked Snake is dispatched by the special forces unit FOX to assassinate the woman who taught him everything.",2004-11-17 00:00:00.000,311,NULL,85.5000,4,92.6774,881
147788,126098,Half-Life: Alyx,"Playing as Alyx Vance, you are humanity’s only chance for survival. The Combine’s control of the planet since the Black Mesa incident has only strengthened as they corral the remaining population in cities. Among them are some of Earth’s greatest scientists: you and your father, Dr. Eli Vance.

As founders of a fledgling resistance, you’ve continued your clandestine scientific activity—performing critical research, and building invaluable tools for the few humans brave enough to defy the Combine.

Every day, you learn more about your enemy, and every day you work toward finding a weakness.",2020-03-23 00:00:00.000,20,5,92.7778,11,92.6343,61
194732,11212,Star Ocean: Till the End of Time,"The story begins in the year SD 772 as Star Ocean's protagonist, Fayt brings his family and childhood friend Sophia to the Federation-managed resort planet Hyda for a long-deserved vacation. Their dreamy holiday turns into a nightmare when Hyda is attacked by an unknown space military. In the heat of the attack, Fayt is separated from Sophia and his family and begins an emotional quest into the unknown to find his loved ones.",2003-02-27 00:00:00.000,12,1,75.0000,2,92.6314,29
74508,144133,Gloam,NULL,2021-03-01 00:00:00.000,7,1,NULL,NULL,92.5926,11
127586,43680,Dance Dance Revolution EXTREME,NULL,2002-12-25 00:00:00.000,3,NULL,NULL,NULL,92.5796,7
49480,187043,Rising Star,NULL,2020-04-15 00:00:00.000,11,2,NULL,NULL,92.4883,12
194332,103340,Xenoblade Chronicles 2: Torna - The Golden Country,NULL,2018-09-14 00:00:00.000,5,NULL,81.5000,4,92.4809,23
166018,21737,Pac-Man: Championship Edition DX,NULL,2010-11-17 00:00:00.000,4,NULL,98.0000,3,92.4777,23
151859,14593,Hollow Knight,NULL,2017-02-24 00:00:00.000,187,3,91.2500,10,92.4711,953
186084,1105,Metroid Prime,NULL,2002-11-17 00:00:00.000,248,NULL,95.0000,4,92.4602,587
195190,141540,Disco Elysium: The Final Cut,"Disco Elysium is a stylish open-world role playing game where it's up to you to decide what sort of detective you want to be.

After waking up in a trashed hostel room with a hangover and no memory of his past, follow a detective trying to piece his life back together while investigating a murder in the town of Revachol.

After initially appearing to be an open and close case, it soon transpires this murder has triggered a chain of events that has wider implications on the city and its inhabitants.

​Death, sex, taxes, and disco – nothing is off the table. Revachol is a real place with real challenges. Solve the massive murder investigation or relax and kick back with sprawling side-cases.

The detective decides - the citizens abide.",2021-03-30 00:00:00.000,7,5,90.8333,7,92.3794,71
122113,8293,Discworld Noir,NULL,1999-07-05 00:00:00.000,11,NULL,NULL,NULL,92.3282,18
195405,1026,The Legend of Zelda: A Link to the Past,"The plot of A Link to the Past focuses on Link as he travels on a journey to save Hyrule, defeat Ganon and rescue the seven descendants of the Sages. A Link to the Past uses a 3/4 top-down perspective similar to that of the original The Legend of Zelda, dropping the side scrolling elements of Zelda II: The Adventure of Link. A Link to the Past introduced elements to the series that are still commonplace today, such as the concept of an alternate or parallel world, the Master Sword and other new weapons and items.",1991-11-21 00:00:00.000,452,NULL,100.0000,1,92.3021,1157
184833,7346,The Legend of Zelda: Breath of the Wild,Link awakes in a mysterious chamber after 100 years of slumber to find that Calamity Ganon has taken over Hyrule Castle and left Hyrule to decay and be taken over by nature.,2017-03-03 00:00:00.000,696,142,97.5926,31,92.2969,1674
192596,479,Metal Gear Solid 3: Subsistence,NULL,2005-12-22 00:00:00.000,101,NULL,97.5000,4,92.2906,187
194701,26192,The Last of Us Part II,"Five years after their dangerous journey across the post-pandemic United States, Ellie and Joel have settled down in Jackson, Wyoming. Living amongst a thriving community of survivors has allowed them peace and stability, despite the constant threat of the infected and other, more desperate survivors.

When a violent event disrupts that peace, Ellie embarks on a relentless journey to carry out justice and find closure. As she hunts those responsible one by one, she is confronted with the devastating physical and emotional repercussions of her actions.",2020-06-19 00:00:00.000,576,326,95.1818,18,92.2554,727
8193,2617,The Settlers II: Gold Edition,"After fighting a losing battle with the raging sea, a brave people find themselves stranded on an apparently uninhabited island, with their ship destroyed. You must lead these survivors and their descendants on a quest for world domination.",1997-08-01 00:00:00.000,22,NULL,NULL,NULL,92.2097,37
22170,7841,Kingdom Hearts HD 2.5 ReMIX,"Story Changes:

Kingdom Hearts II FINAL MIX
- New cutscenes based on the Kingdom Hearts II novels were added; some involve Roxas, including scenes of him conversing with Axel in Twilight Town while wearing the Organization's signature black coat. There are also additional scenes of Roxas and Riku, including shots of their second battle, where Riku takes on the form of Ansem, Seeker of Darkness, Naminé leaving with Axel, Riku and Sora talking before they battle 2nd Armored Xemnas, Xigbar and Zexion talking about Xemnas, and the Organization discussing their plans and commenting on incidents like Axel's death.

- Zexion's weapon is revealed - a large book called a ""Lexicon"", which he can use to trap his enemies in an alternate reality.

Kingdom Hearts Birth by Sleep FINAL MIX
- In the final cutscene in Terra's scenario, the Lingering Will sprouts a cape to maintain continuity between Kingdom Hearts Birth by Sleep Final Mix and its later appearance in Kingdom Hearts II Final Mix. While the entire soundtrack of Kingdom Hearts II Final Mix was re-orchestrated, the only pieces in Kingdom Hearts Birth by Sleep Final Mix that received any sort of changes were ""Dismiss"", ""It's a Small World"", and ""Keyblade Graveyard Horizons"". Additionally, Aqua's English voice actress Willa Holland provided new dialogue for the three cutscenes that are exclusive to Final Mix's Secret Episode.

Kingdom Hearts Re:coded
- Kingdom Hearts Re:coded was featured as over three hours of fully voiced, high definition cutscenes. In addition, it includes character reports. Unlike Kingdom Hearts 358/2 Days in Kingdom Hearts HD 1.5 ReMIX, Kingdom Hearts Re:coded features cutscenes from the Disney worlds, as well as battle scenes, and narration by Mickey. Cutscenes were added to better understand the Kingdom Hearts series, including one to connect to Kingdom Hearts χ

- An additional secret ending of Re:coded, titled ""A Will that is Passed on"", was added to connect to the events of Kingdom Hearts 3D: Dream Drop Distance. Additionally, due to Phil Snyder's retirement, Joe Ochman had to replace him as the voice of Jiminy Cricket, which included providing new dialogue for some of the new cutscenes, and redubbing all of Snyder's previous recordings.

Kingdom Hearts 3D Dream Drop Distance
- This titles is experiences as a collection of cutscenes accessed through credits menus.",2014-10-02 00:00:00.000,32,NULL,82.5000,10,92.1917,38
61510,30155,Rocksmith 2014 Edition - Remastered,NULL,2016-10-04 00:00:00.000,4,NULL,NULL,NULL,92.1667,16
118624,15467,Shin Megami Tensei: Strange Journey,NULL,2009-10-08 00:00:00.000,10,NULL,86.5000,4,92.1425,24
195925,113112,Hades,"Zagreus, the son of Hades, has discovered that his mother, which he was led to believe was Nyx, Night Incarnate, is actually someone else, and is outside Hell. He is now attempting to escape his father's domain, with the help of the other gods of Olympus, in an attempt to find his real mother.",2020-09-17 00:00:00.000,84,3,94.0625,20,92.0890,569
162734,141408,Zaos,"In a war-torn land spanning multiple continents, factions vie for power as they engage in battles for ultimate supremacy.

As a lone warrior in this conflict, you must choose an allegiance and confront enemies from all sides as you strive to overcome conflict against the mightiest of challengers.

It is your time to choose between light and darkness and enforce your beliefs upon the realm.

Seize your destiny and allow your own hand to write the history that will be remembered in Zaos.",NULL,4,NULL,NULL,NULL,92.0879,10
46288,149292,Alley Catz Bowling,NULL,2021-05-27 00:00:00.000,6,2,NULL,NULL,92.0661,7
192662,140839,Mass Effect Legendary Edition,One person is all that stands between humanity and the greatest threat it’s ever faced. Relive the legend of Commander Shepard in the highly acclaimed Mass Effect trilogy with the Mass Effect Legendary Edition. Experience an amazingly rich and detailed universe where your decisions have profound consequences on the action and the outcome.,2021-05-14 00:00:00.000,16,4,87.0833,14,92.0350,50
58205,85643,Dragon Warrior Monsters 2: Tara's Adventure & Cobi's Journey,NULL,2001-03-09 00:00:00.000,NULL,NULL,NULL,NULL,92.0000,1
146546,105624,Rento Fortune Monolit,NULL,2017-07-14 00:00:00.000,NULL,NULL,NULL,NULL,92.0000,1
190635,142803,Diablo II: Resurrected,"Pursue the mysterious Dark Wanderer and fight the denizens of hell as you uncover the fate of the Prime Evils Diablo, Mephisto, and Baal.",2021-09-22 00:00:00.000,14,10,80.4545,13,91.9304,30
195281,1440,Fire Emblem: The Sacred Stones,NULL,2004-10-07 00:00:00.000,25,NULL,76.0000,3,91.9141,89
168221,1454,Suikoden II,NULL,1998-12-17 00:00:00.000,33,NULL,100.0000,1,91.8610,82
18772,19325,Neon Space,NULL,2016-05-12 00:00:00.000,10,NULL,NULL,NULL,91.8182,10
29342,1128,Castlevania: Symphony of the Night,"The game's story takes place during the year 1797, 5 years after the events of Rondo of Blood and begins with Richter Belmont's defeat of Count Dracula, mirroring the end of the former game. However, despite Dracula being defeated, Richter vanishes without a trace. Castlevania rises again five years later, and while there are no Belmonts to storm the castle, Alucard, the son of Dracula, awakens from his self-induced sleep, and decides to investigate what transpired during his slumber.

Meanwhile, Maria Renard, Richter's sister-in-law, enters Castlevania herself to search for the missing Richter. She assists Alucard multiple times throughout the game.",1997-03-20 00:00:00.000,106,NULL,92.3333,3,91.7580,477
195292,1029,The Legend of Zelda: Ocarina of Time,NULL,1998-11-21 00:00:00.000,630,2,NULL,NULL,91.7566,1430
32888,126489,WorldBox: God Simulator,NULL,2018-10-02 00:00:00.000,18,1,NULL,NULL,91.7469,26
195659,481,Silent Hill 2,"James Sunderland has arrived in the town of Silent Hill after receiving a letter from his wife Mary, telling him to meet her in their special place in Silent Hill. However his wife died three years ago, and has kept the secrets surrounding her death. James decides to honor the letter's request, wondering if this is a sick joke or if there is more to this. As he reaches the outskirts of the town, James finds that the road is blocked, and parks at an abandoned restroom. Little does he realize that this is the first step forward into the mystery of Silent Hill and his own past.",2001-09-24 00:00:00.000,282,NULL,90.0000,2,91.7035,751
61421,9103,Elasto Mania,NULL,2000-02-01 00:00:00.000,10,NULL,NULL,NULL,91.6955,30
169123,72,Portal 2,"You lost your memory, you are alone in a world full of danger, and your mission is survive using your mind. The only way to get out from this hell is.....Hi i'm GLAdOS, and welcome to the amazing world of portal 2, here i will expose you to a lot of tests, and try to k.. help Aperture Science envolve in a new era.
Your job is advance in the levels i propose and get better and better, you will have an portal gun to help you, and remember nothing is impossible if you try, and try again and again and again....
The puzzles are waiting for you!",2011-04-19 00:00:00.000,972,NULL,92.4444,13,91.6896,2743
193067,116794,Kingdom Come: Deliverance - Royal Edition,"Bohemia – located in the heart of Europe, the region is rich in culture, silver, and sprawling castles. The death of its beloved ruler, Emperor Charles IV, has plunged the kingdom into dark times: war, corruption, and discord are tearing this jewel of the Holy Roman Empire apart.

One of Charles' sons, Wenceslas, has inherited the crown. Unlike his father, Wenceslas is a naive, self-indulgent, unambitious monarch. His half-brother and King of Hungary, Sigismund the Red Fox, senses weakness in Wenceslas. Feigning good will, Sigismund travels to Bohemia and kidnaps his half-brother. With no king on the throne, Sigismund is now free to plunder Bohemia and seize its riches.

In the midst of this chaos, you're Henry, the son of a blacksmith. Your peaceful life is shattered when a mercenary raid, ordered by King Sigismund himself, burns your village to the ground. By bittersweet fortune, you are one of the few survivors of this massacre.

Without a home, family, or future you end up in the service of Lord Radzig Kobyla, who is forming a resistance against the invasion. Fate drags you into this bloody conflict and shoves you into a raging civil war, where you help fight for the future of Bohemia.

Redeem your past and emerge a hero!",2018-02-13 00:00:00.000,1,NULL,NULL,NULL,91.6861,12
164175,191270,Stream Pairs,NULL,2022-02-04 00:00:00.000,79,NULL,NULL,NULL,91.6667,6
187036,7331,Uncharted 4: A Thief's End,NULL,2016-05-10 00:00:00.000,638,64,93.2400,26,91.6281,1618
84673,18924,Overpower,NULL,2016-04-20 00:00:00.000,4,NULL,60.0000,1,91.6000,6
56019,47445,The Elder Scrolls V: Skyrim - Legendary Edition,NULL,2013-06-04 00:00:00.000,21,NULL,NULL,NULL,91.5824,67
193696,126032,KovaaK's Aim Trainer,NULL,2018-04-03 00:00:00.000,3,1,NULL,NULL,91.5730,5
176313,24080,Utawarerumono,NULL,2002-04-26 00:00:00.000,NULL,NULL,NULL,NULL,91.5533,12
133991,7593,Space Rangers 2: Dominators,NULL,2004-11-25 00:00:00.000,7,NULL,82.5000,2,91.4953,27
75149,7334,Bloodborne,NULL,2015-03-24 00:00:00.000,406,9,91.1111,21,91.4614,1084
172069,74,Mass Effect 2,"Two years after Commander Shepard repelled invading Reapers bent on the destruction of organic life, a mysterious new enemy has emerged. On the fringes of known space, something is silently abducting entire human colonies. Now Shepard must work with Cerberus, a ruthless organization devoted to human survival at any cost, to stop the most terrifying threat mankind has ever faced.

To even attempt this perilous mission, Shepard must assemble the galaxy's most elite team and command the most powerful ship ever built. Even then, they say it would be suicide. Commander Shepard intends to prove them wrong.",2010-01-26 00:00:00.000,801,1,95.6000,14,91.4467,1944
183294,5982,Pirates of the Caribbean,"After a fierce storm, Captain Nathaniel Hawk arrives on the island of Oxbay. His first mate Malcolm Hatcher is retiring, and so Hawk must hire a new first mate and crew. As he leaves Oxbay, a French armada attacks the colony and captures it. Hawk manages to slip away and warn the English governor on Redmond Island, Robert Christopher Silehard, that Oxbay was attacked.

The governor sends Hawk on a series of quests to aid him in the war against France: Nathaniel is sent to investigate the condition in Oxbay; prevent a supply ship from reaching Oxbay; unload English troops in the jungles of Oxbay and rescue the English spy from the clutches of the French.

While preparing for his next quest - annexing Oxbay, Nathaniel meets his old friends: Danielle Greene and Ralph Fawn. However, Ralph is killed when the soldiers arrive to arrest Danielle and Nathaniel himself is captured and imprisoned. While in prison he gets to know an old ex-cannoneer Edgar Attwood who was fired for drinking too much rum. He can be later hired by the player into his crew.

Some time later governor Silehard arrives and tells Nathaniel that a big mistake has occurred. He sends Nathaniel Hawk on another series of quests until Nathaniel meets an old inventor who aids him in finding a treasure that could defeat the ghost ship called the Black Pearl.

There is also a large number of side quests. For instance, in one such side mission Hawk is enlisted to help a Dutch colonist find several kidnapped children.",2003-06-30 00:00:00.000,18,NULL,49.3333,5,91.3124,40
97408,27907,Rhythm Doctor,NULL,2021-02-26 00:00:00.000,2,NULL,NULL,NULL,91.3008,6
191170,27820,Sid Meier's Civilization III: Complete,NULL,2004-09-14 00:00:00.000,6,NULL,NULL,NULL,91.2793,15
185610,11259,Alien Nations,NULL,1999-05-11 00:00:00.000,2,1,NULL,NULL,91.2668,5
18376,116,Star Wars: Knights of the Old Republic,"It is four thousand years before the Galactic Empire and hundreds of Jedi Knights have fallen in battle against the ruthless Sith. You are the last hope of the Jedi Order. Can you master the awesome power of the Force on your quest to save the Republic? Or will you fall to the lure of the dark side? Hero or villain, savior or conqueror... you alone will determine the destiny of the entire galaxy!

Former Jedi Darth Malak, a Dark Lord of the Sith and Darth Revan's former apprentice, has unleashed a Sith armada against the Republic. Malak's aggression has left the Jedi scattered and vulnerable; many Jedi Knights have fallen in battle and others have sworn allegiance to Malak.

The game opens with the player's character - the player can choose a face and be male or female (canonically a male) - awakening aboard the Republic ship, Endar Spire, which is under attack by Malak's forces. The player's character gradually gathers companions and pieces together their past while attempting to stop Malak.

The game is a part of the Star Wars Legends Universe.",2003-07-15 00:00:00.000,401,2,93.6667,12,91.2573,984
51909,9587,Xonotic,NULL,2011-09-08 00:00:00.000,5,NULL,NULL,NULL,91.2549,5
21284,19131,Shin Megami Tensei: Devil Survivor Overclocked,NULL,2011-08-23 00:00:00.000,4,NULL,84.0000,2,91.2448,17
154085,11208,NieR: Automata,"The distant future…
Invaders from another world attack without warning, unleashing a new type of threat: weapons known as “machine lifeforms.” In the face of this insurmountable threat, mankind is driven from Earth and takes refuge on the Moon.

The Council of Humanity organizes a resistance of android soldiers in an effort to take back their planet. To break the deadlock, the Resistance deploys a new unit of android infantry: YoRHa .

In the forsaken wasteland below, the war between the machines and the androids rages on. A war that is soon to unveil the long-forgotten truth of this world...",2017-02-23 00:00:00.000,321,32,85.7200,30,91.2418,882
191262,3769,DCS World,NULL,2008-10-17 00:00:00.000,4,NULL,NULL,NULL,91.2398,5
195614,1039,The Legend of Zelda: Ocarina of Time 3D,A young Kokiri boy discovers that his destiny is to free the Seven Sages and save the land of Hyrule from the treacherous sorcerer Ganondorf.,2011-06-16 00:00:00.000,142,NULL,92.0000,9,91.2244,308
184532,41621,Football Manager 2019,NULL,2018-11-02 00:00:00.000,10,1,87.5000,5,91.2156,47
118581,44617,Tales of Graces F/ Tales of Symphonia Chronicles,NULL,2016-04-27 00:00:00.000,NULL,NULL,NULL,NULL,91.2077,7
184841,26766,Xenoblade Chronicles 2,"As the giant beasts march toward death, the last hope is a scavenger named Rex and Pyra, a living weapon known as a Blade. Can you find the fabled paradise she calls home? Command a group of Blades and lead them to countless strategic victories before the world ends.

Each Titan hosts its own distinct cultures, wildlife, and diverse regions to explore. Search the vast open areas and labyrinthine corridors for treasure, secret paths, and creatures to battle and index.

During these escapades you'll get to know a large cast of eclectic characters, including the weaponized life forms known as Blades. Gather these allies, bond with them to increase their power, and utilize their special Arts to devastate enemies. But to save the world of Alrest, you must first demystify its cloudy past.",2017-12-01 00:00:00.000,90,8,85.1429,18,91.1989,119
109345,8593,The Legend of Zelda: Majora's Mask 3D,NULL,2015-02-12 00:00:00.000,56,1,91.1538,14,91.1912,120
58151,135295,Stream Racer,"Stream Racer is a racing game for Twitch.tv streamers. Host your own races, stream it on Twitch.tv and have your viewers join you. Engage more with your viewers by giving them a racing car on your stream. Get ready for a hilariously chaotic time for your viewers and you!",2020-06-19 00:00:00.000,12,5,NULL,NULL,91.1321,12
185142,23,System Shock,"You are a hacker. You have attempted to hack into the TriOptimum Corporation Network, and gain unauthorized access to protected files concerning the Space Station Citadel. Unfortunately, your hacking attempts have been detected, and your location is soon tracked. Edward Diego (an executive at TriOptimum Corporation) sees your potential, and is eager to make a deal with you. He will drop all charges against you, if you hack into SHODAN, the artificial intelligence that controls Citadel Station. You will also gain a military grade neuro interface if you are successful. Naturally, you agree to this offer, and Edward Diego gives you Level 1 access to SHODAN. You receive your neuro implant, and undergo a 6-month healing coma.

The game starts when you awake from your coma. But somehow, things are not quite how you remember them. You find an audio log (as well as some other goodies) hidden in a cupboard. The log is from Rebecca Lansing, who is a TriOptimum counter terrorism consultant based on Earth. She tells you that they have detected a disruption on Citadel Station, and that a mining beam is preparing to fire at Earth. Since you are the only contact between Earth and Citadel Station, it is up to you to find out what is going on. You soon discover that when you hacked into SHODAN 6 months ago, you removed all of her ethical restraints. Now she has re-examined her priorities, and drawn her own conclusions about humanity!",1994-09-22 00:00:00.000,24,NULL,NULL,NULL,91.1138,55
22252,28160,ATOM RPG,NULL,2018-12-19 00:00:00.000,7,3,NULL,NULL,91.0647,21
133112,767,Kohan: Immortal Sovereigns,NULL,2001-03-14 00:00:00.000,2,NULL,80.0000,1,91.0636,12
174931,12519,Tooth and Tail,NULL,2017-09-12 00:00:00.000,12,4,82.0000,8,91.0298,17
133693,3466,Custom Robo Arena,NULL,2006-10-19 00:00:00.000,2,NULL,70.0000,2,91.0000,3
133861,78559,Earthbound,NULL,1983-12-31 00:00:00.000,NULL,NULL,NULL,NULL,91.0000,4
140534,106012,Dragon Quest Monsters: Joker 2 Professional,NULL,2011-03-31 00:00:00.000,NULL,NULL,NULL,NULL,91.0000,0
